"Notes"	"County"	"County Code"	"Ethnicity"	"Ethnicity Code"	Population
	"Fayette County, TN"	"47047"	"Not Hispanic or Latino"	"2186-5"	39879
"Total"	"Fayette County, TN"	"47047"			41133
	"Fentress County, TN"	"47049"	"Hispanic or Latino"	"2135-2"	291
	"Fentress County, TN"	"47049"	"Not Hispanic or Latino"	"2186-5"	18232
"Total"	"Fentress County, TN"	"47049"			18523
	"Franklin County, TN"	"47051"	"Hispanic or Latino"	"2135-2"	1565
	"Franklin County, TN"	"47051"	"Not Hispanic or Latino"	"2186-5"	40643
"Total"	"Franklin County, TN"	"47051"			42208
	"Gibson County, TN"	"47053"	"Hispanic or Latino"	"2135-2"	1375
	"Gibson County, TN"	"47053"	"Not Hispanic or Latino"	"2186-5"	47758
"Total"	"Gibson County, TN"	"47053"			49133
	"Giles County, TN"	"47055"	"Hispanic or Latino"	"2135-2"	893
	"Giles County, TN"	"47055"	"Not Hispanic or Latino"	"2186-5"	28571
"Total"	"Giles County, TN"	"47055"			29464
	"Grainger County, TN"	"47057"	"Hispanic or Latino"	"2135-2"	792
	"Grainger County, TN"	"47057"	"Not Hispanic or Latino"	"2186-5"	22528
"Total"	"Grainger County, TN"	"47057"			23320
	"Greene County, TN"	"47059"	"Hispanic or Latino"	"2135-2"	2100
	"Greene County, TN"	"47059"	"Not Hispanic or Latino"	"2186-5"	66969
"Total"	"Greene County, TN"	"47059"			69069
	"Grundy County, TN"	"47061"	"Hispanic or Latino"	"2135-2"	177
	"Grundy County, TN"	"47061"	"Not Hispanic or Latino"	"2186-5"	13250
"Total"	"Grundy County, TN"	"47061"			13427
	"Hamblen County, TN"	"47063"	"Hispanic or Latino"	"2135-2"	7874
	"Hamblen County, TN"	"47063"	"Not Hispanic or Latino"	"2186-5"	57060
"Total"	"Hamblen County, TN"	"47063"			64934
	"Hamilton County, TN"	"47065"	"Hispanic or Latino"	"2135-2"	22192
	"Hamilton County, TN"	"47065"	"Not Hispanic or Latino"	"2186-5"	345612
"Total"	"Hamilton County, TN"	"47065"			367804
	"Hancock County, TN"	"47067"	"Hispanic or Latino"	"2135-2"	45
	"Hancock County, TN"	"47067"	"Not Hispanic or Latino"	"2186-5"	6575
"Total"	"Hancock County, TN"	"47067"			6620
	"Hardeman County, TN"	"47069"	"Hispanic or Latino"	"2135-2"	454
	"Hardeman County, TN"	"47069"	"Not Hispanic or Latino"	"2186-5"	24596
"Total"	"Hardeman County, TN"	"47069"			25050
	"Hardin County, TN"	"47071"	"Hispanic or Latino"	"2135-2"	686
	"Hardin County, TN"	"47071"	"Not Hispanic or Latino"	"2186-5"	24966
"Total"	"Hardin County, TN"	"47071"			25652
	"Hawkins County, TN"	"47073"	"Hispanic or Latino"	"2135-2"	948
	"Hawkins County, TN"	"47073"	"Not Hispanic or Latino"	"2186-5"	55838
"Total"	"Hawkins County, TN"	"47073"			56786
	"Haywood County, TN"	"47075"	"Hispanic or Latino"	"2135-2"	736
	"Haywood County, TN"	"47075"	"Not Hispanic or Latino"	"2186-5"	16568
"Total"	"Haywood County, TN"	"47075"			17304
	"Henderson County, TN"	"47077"	"Hispanic or Latino"	"2135-2"	702
	"Henderson County, TN"	"47077"	"Not Hispanic or Latino"	"2186-5"	27415
"Total"	"Henderson County, TN"	"47077"			28117
	"Henry County, TN"	"47079"	"Hispanic or Latino"	"2135-2"	938
	"Henry County, TN"	"47079"	"Not Hispanic or Latino"	"2186-5"	31407
"Total"	"Henry County, TN"	"47079"			32345
	"Hickman County, TN"	"47081"	"Hispanic or Latino"	"2135-2"	664
	"Hickman County, TN"	"47081"	"Not Hispanic or Latino"	"2186-5"	24514
"Total"	"Hickman County, TN"	"47081"			25178
	"Houston County, TN"	"47083"	"Hispanic or Latino"	"2135-2"	203
	"Houston County, TN"	"47083"	"Not Hispanic or Latino"	"2186-5"	7998
"Total"	"Houston County, TN"	"47083"			8201
	"Humphreys County, TN"	"47085"	"Hispanic or Latino"	"2135-2"	483
	"Humphreys County, TN"	"47085"	"Not Hispanic or Latino"	"2186-5"	18099
"Total"	"Humphreys County, TN"	"47085"			18582
	"Jackson County, TN"	"47087"	"Hispanic or Latino"	"2135-2"	256
	"Jackson County, TN"	"47087"	"Not Hispanic or Latino"	"2186-5"	11530
"Total"	"Jackson County, TN"	"47087"			11786
	"Jefferson County, TN"	"47089"	"Hispanic or Latino"	"2135-2"	2070
	"Jefferson County, TN"	"47089"	"Not Hispanic or Latino"	"2186-5"	52425
"Total"	"Jefferson County, TN"	"47089"			54495
	"Johnson County, TN"	"47091"	"Hispanic or Latino"	"2135-2"	375
	"Johnson County, TN"	"47091"	"Not Hispanic or Latino"	"2186-5"	17413
"Total"	"Johnson County, TN"	"47091"			17788
	"Knox County, TN"	"47093"	"Hispanic or Latino"	"2135-2"	21464
	"Knox County, TN"	"47093"	"Not Hispanic or Latino"	"2186-5"	448849
"Total"	"Knox County, TN"	"47093"			470313
	"Lake County, TN"	"47095"	"Hispanic or Latino"	"2135-2"	182
	"Lake County, TN"	"47095"	"Not Hispanic or Latino"	"2186-5"	6834
"Total"	"Lake County, TN"	"47095"			7016
	"Lauderdale County, TN"	"47097"	"Hispanic or Latino"	"2135-2"	695
	"Lauderdale County, TN"	"47097"	"Not Hispanic or Latino"	"2186-5"	24938
"Total"	"Lauderdale County, TN"	"47097"			25633
	"Lawrence County, TN"	"47099"	"Hispanic or Latino"	"2135-2"	1064
	"Lawrence County, TN"	"47099"	"Not Hispanic or Latino"	"2186-5"	43078
"Total"	"Lawrence County, TN"	"47099"			44142
	"Lewis County, TN"	"47101"	"Hispanic or Latino"	"2135-2"	303
	"Lewis County, TN"	"47101"	"Not Hispanic or Latino"	"2186-5"	11965
"Total"	"Lewis County, TN"	"47101"			12268
	"Lincoln County, TN"	"47103"	"Hispanic or Latino"	"2135-2"	1302
	"Lincoln County, TN"	"47103"	"Not Hispanic or Latino"	"2186-5"	33064
"Total"	"Lincoln County, TN"	"47103"			34366
	"Loudon County, TN"	"47105"	"Hispanic or Latino"	"2135-2"	4987
	"Loudon County, TN"	"47105"	"Not Hispanic or Latino"	"2186-5"	49081
"Total"	"Loudon County, TN"	"47105"			54068
	"McMinn County, TN"	"47107"	"Hispanic or Latino"	"2135-2"	2406
	"McMinn County, TN"	"47107"	"Not Hispanic or Latino"	"2186-5"	51388
"Total"	"McMinn County, TN"	"47107"			53794
	"McNairy County, TN"	"47109"	"Hispanic or Latino"	"2135-2"	583
	"McNairy County, TN"	"47109"	"Not Hispanic or Latino"	"2186-5"	25111
"Total"	"McNairy County, TN"	"47109"			25694
	"Macon County, TN"	"47111"	"Hispanic or Latino"	"2135-2"	1256
	"Macon County, TN"	"47111"	"Not Hispanic or Latino"	"2186-5"	23346
"Total"	"Macon County, TN"	"47111"			24602
	"Madison County, TN"	"47113"	"Hispanic or Latino"	"2135-2"	3990
	"Madison County, TN"	"47113"	"Not Hispanic or Latino"	"2186-5"	93994
"Total"	"Madison County, TN"	"47113"			97984
	"Marion County, TN"	"47115"	"Hispanic or Latino"	"2135-2"	584
	"Marion County, TN"	"47115"	"Not Hispanic or Latino"	"2186-5"	28323
"Total"	"Marion County, TN"	"47115"			28907
	"Marshall County, TN"	"47117"	"Hispanic or Latino"	"2135-2"	1972
	"Marshall County, TN"	"47117"	"Not Hispanic or Latino"	"2186-5"	32403
"Total"	"Marshall County, TN"	"47117"			34375
	"Maury County, TN"	"47119"	"Hispanic or Latino"	"2135-2"	6003
	"Maury County, TN"	"47119"	"Not Hispanic or Latino"	"2186-5"	90384
"Total"	"Maury County, TN"	"47119"			96387
	"Meigs County, TN"	"47121"	"Hispanic or Latino"	"2135-2"	280
	"Meigs County, TN"	"47121"	"Not Hispanic or Latino"	"2186-5"	12142
"Total"	"Meigs County, TN"	"47121"			12422
	"Monroe County, TN"	"47123"	"Hispanic or Latino"	"2135-2"	2164
	"Monroe County, TN"	"47123"	"Not Hispanic or Latino"	"2186-5"	44381
"Total"	"Monroe County, TN"	"47123"			46545
	"Montgomery County, TN"	"47125"	"Hispanic or Latino"	"2135-2"	21412
	"Montgomery County, TN"	"47125"	"Not Hispanic or Latino"	"2186-5"	187581
"Total"	"Montgomery County, TN"	"47125"			208993
	"Moore County, TN"	"47127"	"Hispanic or Latino"	"2135-2"	116
	"Moore County, TN"	"47127"	"Not Hispanic or Latino"	"2186-5"	6372
"Total"	"Moore County, TN"	"47127"			6488
	"Morgan County, TN"	"47129"	"Hispanic or Latino"	"2135-2"	316
	"Morgan County, TN"	"47129"	"Not Hispanic or Latino"	"2186-5"	21087
"Total"	"Morgan County, TN"	"47129"			21403
	"Obion County, TN"	"47131"	"Hispanic or Latino"	"2135-2"	1441
	"Obion County, TN"	"47131"	"Not Hispanic or Latino"	"2186-5"	28628
"Total"	"Obion County, TN"	"47131"			30069
	"Overton County, TN"	"47133"	"Hispanic or Latino"	"2135-2"	369
	"Overton County, TN"	"47133"	"Not Hispanic or Latino"	"2186-5"	21872
"Total"	"Overton County, TN"	"47133"			22241
	"Perry County, TN"	"47135"	"Hispanic or Latino"	"2135-2"	219
	"Perry County, TN"	"47135"	"Not Hispanic or Latino"	"2186-5"	7857
"Total"	"Perry County, TN"	"47135"			8076
	"Pickett County, TN"	"47137"	"Hispanic or Latino"	"2135-2"	114
	"Pickett County, TN"	"47137"	"Not Hispanic or Latino"	"2186-5"	4934
"Total"	"Pickett County, TN"	"47137"			5048
	"Polk County, TN"	"47139"	"Hispanic or Latino"	"2135-2"	385
	"Polk County, TN"	"47139"	"Not Hispanic or Latino"	"2186-5"	16447
"Total"	"Polk County, TN"	"47139"			16832
	"Putnam County, TN"	"47141"	"Hispanic or Latino"	"2135-2"	5235
	"Putnam County, TN"	"47141"	"Not Hispanic or Latino"	"2186-5"	75010
"Total"	"Putnam County, TN"	"47141"			80245
	"Rhea County, TN"	"47143"	"Hispanic or Latino"	"2135-2"	1726
	"Rhea County, TN"	"47143"	"Not Hispanic or Latino"	"2186-5"	31441
"Total"	"Rhea County, TN"	"47143"			33167
	"Roane County, TN"	"47145"	"Hispanic or Latino"	"2135-2"	1076
	"Roane County, TN"	"47145"	"Not Hispanic or Latino"	"2186-5"	52306
"Total"	"Roane County, TN"	"47145"			53382
	"Robertson County, TN"	"47147"	"Hispanic or Latino"	"2135-2"	5333
	"Robertson County, TN"	"47147"	"Not Hispanic or Latino"	"2186-5"	66480
"Total"	"Robertson County, TN"	"47147"			71813
	"Rutherford County, TN"	"47149"	"Hispanic or Latino"	"2135-2"	28850
	"Rutherford County, TN"	"47149"	"Not Hispanic or Latino"	"2186-5"	303435
"Total"	"Rutherford County, TN"	"47149"			332285
	"Scott County, TN"	"47151"	"Hispanic or Latino"	"2135-2"	244
	"Scott County, TN"	"47151"	"Not Hispanic or Latino"	"2186-5"	21824
"Total"	"Scott County, TN"	"47151"			22068
	"Sequatchie County, TN"	"47153"	"Hispanic or Latino"	"2135-2"	551
	"Sequatchie County, TN"	"47153"	"Not Hispanic or Latino"	"2186-5"	14475
"Total"	"Sequatchie County, TN"	"47153"			15026
	"Sevier County, TN"	"47155"	"Hispanic or Latino"	"2135-2"	6335
	"Sevier County, TN"	"47155"	"Not Hispanic or Latino"	"2186-5"	91915
"Total"	"Sevier County, TN"	"47155"			98250
	"Shelby County, TN"	"47157"	"Hispanic or Latino"	"2135-2"	62126
	"Shelby County, TN"	"47157"	"Not Hispanic or Latino"	"2186-5"	875040
"Total"	"Shelby County, TN"	"47157"			937166
	"Smith County, TN"	"47159"	"Hispanic or Latino"	"2135-2"	623
	"Smith County, TN"	"47159"	"Not Hispanic or Latino"	"2186-5"	19534
"Total"	"Smith County, TN"	"47159"			20157
	"Stewart County, TN"	"47161"	"Hispanic or Latino"	"2135-2"	480
	"Stewart County, TN"	"47161"	"Not Hispanic or Latino"	"2186-5"	13235
"Total"	"Stewart County, TN"	"47161"			13715
	"Sullivan County, TN"	"47163"	"Hispanic or Latino"	"2135-2"	3220
	"Sullivan County, TN"	"47163"	"Not Hispanic or Latino"	"2186-5"	155128
"Total"	"Sullivan County, TN"	"47163"			158348
	"Sumner County, TN"	"47165"	"Hispanic or Latino"	"2135-2"	10147
	"Sumner County, TN"	"47165"	"Not Hispanic or Latino"	"2186-5"	181136
"Total"	"Sumner County, TN"	"47165"			191283
	"Tipton County, TN"	"47167"	"Hispanic or Latino"	"2135-2"	1778
	"Tipton County, TN"	"47167"	"Not Hispanic or Latino"	"2186-5"	59821
"Total"	"Tipton County, TN"	"47167"			61599
	"Trousdale County, TN"	"47169"	"Hispanic or Latino"	"2135-2"	284
	"Trousdale County, TN"	"47169"	"Not Hispanic or Latino"	"2186-5"	11000
"Total"	"Trousdale County, TN"	"47169"			11284
	"Unicoi County, TN"	"47171"	"Hispanic or Latino"	"2135-2"	980
	"Unicoi County, TN"	"47171"	"Not Hispanic or Latino"	"2186-5"	16903
"Total"	"Unicoi County, TN"	"47171"			17883
	"Union County, TN"	"47173"	"Hispanic or Latino"	"2135-2"	372
	"Union County, TN"	"47173"	"Not Hispanic or Latino"	"2186-5"	19600
"Total"	"Union County, TN"	"47173"			19972
	"Van Buren County, TN"	"47175"	"Hispanic or Latino"	"2135-2"	119
	"Van Buren County, TN"	"47175"	"Not Hispanic or Latino"	"2186-5"	5753
"Total"	"Van Buren County, TN"	"47175"			5872
	"Warren County, TN"	"47177"	"Hispanic or Latino"	"2135-2"	3895
	"Warren County, TN"	"47177"	"Not Hispanic or Latino"	"2186-5"	37382
"Total"	"Warren County, TN"	"47177"			41277
	"Washington County, TN"	"47179"	"Hispanic or Latino"	"2135-2"	4686
	"Washington County, TN"	"47179"	"Not Hispanic or Latino"	"2186-5"	124689
"Total"	"Washington County, TN"	"47179"			129375
	"Wayne County, TN"	"47181"	"Hispanic or Latino"	"2135-2"	362
	"Wayne County, TN"	"47181"	"Not Hispanic or Latino"	"2186-5"	16311
"Total"	"Wayne County, TN"	"47181"			16673
	"Weakley County, TN"	"47183"	"Hispanic or Latino"	"2135-2"	980
	"Weakley County, TN"	"47183"	"Not Hispanic or Latino"	"2186-5"	32348
"Total"	"Weakley County, TN"	"47183"			33328
	"White County, TN"	"47185"	"Hispanic or Latino"	"2135-2"	773
	"White County, TN"	"47185"	"Not Hispanic or Latino"	"2186-5"	26572
"Total"	"White County, TN"	"47185"			27345
	"Williamson County, TN"	"47187"	"Hispanic or Latino"	"2135-2"	11725
	"Williamson County, TN"	"47187"	"Not Hispanic or Latino"	"2186-5"	226687
"Total"	"Williamson County, TN"	"47187"			238412
	"Wilson County, TN"	"47189"	"Hispanic or Latino"	"2135-2"	6720
	"Wilson County, TN"	"47189"	"Not Hispanic or Latino"	"2186-5"	137937
"Total"	"Wilson County, TN"	"47189"			144657
	"Anderson County, TX"	"48001"	"Hispanic or Latino"	"2135-2"	10510
	"Anderson County, TX"	"48001"	"Not Hispanic or Latino"	"2186-5"	47225
"Total"	"Anderson County, TX"	"48001"			57735
	"Andrews County, TX"	"48003"	"Hispanic or Latino"	"2135-2"	10590
	"Andrews County, TX"	"48003"	"Not Hispanic or Latino"	"2186-5"	8115
"Total"	"Andrews County, TX"	"48003"			18705
	"Angelina County, TX"	"48005"	"Hispanic or Latino"	"2135-2"	19700
	"Angelina County, TX"	"48005"	"Not Hispanic or Latino"	"2186-5"	67015
"Total"	"Angelina County, TX"	"48005"			86715
	"Aransas County, TX"	"48007"	"Hispanic or Latino"	"2135-2"	6560
	"Aransas County, TX"	"48007"	"Not Hispanic or Latino"	"2186-5"	16950
"Total"	"Aransas County, TX"	"48007"			23510
	"Archer County, TX"	"48009"	"Hispanic or Latino"	"2135-2"	699
	"Archer County, TX"	"48009"	"Not Hispanic or Latino"	"2186-5"	7854
"Total"	"Archer County, TX"	"48009"			8553
	"Armstrong County, TX"	"48011"	"Hispanic or Latino"	"2135-2"	173
	"Armstrong County, TX"	"48011"	"Not Hispanic or Latino"	"2186-5"	1714
"Total"	"Armstrong County, TX"	"48011"			1887
	"Atascosa County, TX"	"48013"	"Hispanic or Latino"	"2135-2"	33163
	"Atascosa County, TX"	"48013"	"Not Hispanic or Latino"	"2186-5"	17990
"Total"	"Atascosa County, TX"	"48013"			51153
	"Austin County, TX"	"48015"	"Hispanic or Latino"	"2135-2"	8355
	"Austin County, TX"	"48015"	"Not Hispanic or Latino"	"2186-5"	21677
"Total"	"Austin County, TX"	"48015"			30032
	"Bailey County, TX"	"48017"	"Hispanic or Latino"	"2135-2"	4481
	"Bailey County, TX"	"48017"	"Not Hispanic or Latino"	"2186-5"	2519
"Total"	"Bailey County, TX"	"48017"			7000
	"Bandera County, TX"	"48019"	"Hispanic or Latino"	"2135-2"	4565
	"Bandera County, TX"	"48019"	"Not Hispanic or Latino"	"2186-5"	18547
"Total"	"Bandera County, TX"	"48019"			23112
	"Bastrop County, TX"	"48021"	"Hispanic or Latino"	"2135-2"	35189
	"Bastrop County, TX"	"48021"	"Not Hispanic or Latino"	"2186-5"	53534
"Total"	"Bastrop County, TX"	"48021"			88723
	"Baylor County, TX"	"48023"	"Hispanic or Latino"	"2135-2"	497
	"Baylor County, TX"	"48023"	"Not Hispanic or Latino"	"2186-5"	3012
"Total"	"Baylor County, TX"	"48023"			3509
	"Bee County, TX"	"48025"	"Hispanic or Latino"	"2135-2"	19316
	"Bee County, TX"	"48025"	"Not Hispanic or Latino"	"2186-5"	13249
"Total"	"Bee County, TX"	"48025"			32565
	"Bell County, TX"	"48027"	"Hispanic or Latino"	"2135-2"	92760
	"Bell County, TX"	"48027"	"Not Hispanic or Latino"	"2186-5"	270164
"Total"	"Bell County, TX"	"48027"			362924
	"Bexar County, TX"	"48029"	"Hispanic or Latino"	"2135-2"	1215788
	"Bexar County, TX"	"48029"	"Not Hispanic or Latino"	"2186-5"	787766
"Total"	"Bexar County, TX"	"48029"			2003554
	"Blanco County, TX"	"48031"	"Hispanic or Latino"	"2135-2"	2348
	"Blanco County, TX"	"48031"	"Not Hispanic or Latino"	"2186-5"	9583
"Total"	"Blanco County, TX"	"48031"			11931
	"Borden County, TX"	"48033"	"Hispanic or Latino"	"2135-2"	117
	"Borden County, TX"	"48033"	"Not Hispanic or Latino"	"2186-5"	537
"Total"	"Borden County, TX"	"48033"			654
	"Bosque County, TX"	"48035"	"Hispanic or Latino"	"2135-2"	3533
	"Bosque County, TX"	"48035"	"Not Hispanic or Latino"	"2186-5"	15152
"Total"	"Bosque County, TX"	"48035"			18685
	"Bowie County, TX"	"48037"	"Hispanic or Latino"	"2135-2"	7313
	"Bowie County, TX"	"48037"	"Not Hispanic or Latino"	"2186-5"	85932
"Total"	"Bowie County, TX"	"48037"			93245
	"Brazoria County, TX"	"48039"	"Hispanic or Latino"	"2135-2"	118151
	"Brazoria County, TX"	"48039"	"Not Hispanic or Latino"	"2186-5"	256113
"Total"	"Brazoria County, TX"	"48039"			374264
	"Brazos County, TX"	"48041"	"Hispanic or Latino"	"2135-2"	60075
	"Brazos County, TX"	"48041"	"Not Hispanic or Latino"	"2186-5"	169136
"Total"	"Brazos County, TX"	"48041"			229211
	"Brewster County, TX"	"48043"	"Hispanic or Latino"	"2135-2"	4159
	"Brewster County, TX"	"48043"	"Not Hispanic or Latino"	"2186-5"	5044
"Total"	"Brewster County, TX"	"48043"			9203
	"Briscoe County, TX"	"48045"	"Hispanic or Latino"	"2135-2"	386
	"Briscoe County, TX"	"48045"	"Not Hispanic or Latino"	"2186-5"	1160
"Total"	"Briscoe County, TX"	"48045"			1546
	"Brooks County, TX"	"48047"	"Hispanic or Latino"	"2135-2"	6483
	"Brooks County, TX"	"48047"	"Not Hispanic or Latino"	"2186-5"	610
"Total"	"Brooks County, TX"	"48047"			7093
	"Brown County, TX"	"48049"	"Hispanic or Latino"	"2135-2"	8735
	"Brown County, TX"	"48049"	"Not Hispanic or Latino"	"2186-5"	29129
"Total"	"Brown County, TX"	"48049"			37864
	"Burleson County, TX"	"48051"	"Hispanic or Latino"	"2135-2"	3899
	"Burleson County, TX"	"48051"	"Not Hispanic or Latino"	"2186-5"	14544
"Total"	"Burleson County, TX"	"48051"			18443
	"Burnet County, TX"	"48053"	"Hispanic or Latino"	"2135-2"	10874
	"Burnet County, TX"	"48053"	"Not Hispanic or Latino"	"2186-5"	37281
"Total"	"Burnet County, TX"	"48053"			48155
	"Caldwell County, TX"	"48055"	"Hispanic or Latino"	"2135-2"	23488
	"Caldwell County, TX"	"48055"	"Not Hispanic or Latino"	"2186-5"	20176
"Total"	"Caldwell County, TX"	"48055"			43664
	"Calhoun County, TX"	"48057"	"Hispanic or Latino"	"2135-2"	10522
	"Calhoun County, TX"	"48057"	"Not Hispanic or Latino"	"2186-5"	10768
"Total"	"Calhoun County, TX"	"48057"			21290
	"Callahan County, TX"	"48059"	"Hispanic or Latino"	"2135-2"	1397
	"Callahan County, TX"	"48059"	"Not Hispanic or Latino"	"2186-5"	12546
"Total"	"Callahan County, TX"	"48059"			13943
	"Cameron County, TX"	"48061"	"Hispanic or Latino"	"2135-2"	380861
	"Cameron County, TX"	"48061"	"Not Hispanic or Latino"	"2186-5"	42302
"Total"	"Cameron County, TX"	"48061"			423163
	"Camp County, TX"	"48063"	"Hispanic or Latino"	"2135-2"	3391
	"Camp County, TX"	"48063"	"Not Hispanic or Latino"	"2186-5"	9703
"Total"	"Camp County, TX"	"48063"			13094
	"Carson County, TX"	"48065"	"Hispanic or Latino"	"2135-2"	576
	"Carson County, TX"	"48065"	"Not Hispanic or Latino"	"2186-5"	5350
"Total"	"Carson County, TX"	"48065"			5926
	"Cass County, TX"	"48067"	"Hispanic or Latino"	"2135-2"	1431
	"Cass County, TX"	"48067"	"Not Hispanic or Latino"	"2186-5"	28595
"Total"	"Cass County, TX"	"48067"			30026
	"Castro County, TX"	"48069"	"Hispanic or Latino"	"2135-2"	4947
	"Castro County, TX"	"48069"	"Not Hispanic or Latino"	"2186-5"	2583
"Total"	"Castro County, TX"	"48069"			7530
	"Chambers County, TX"	"48071"	"Hispanic or Latino"	"2135-2"	10436
	"Chambers County, TX"	"48071"	"Not Hispanic or Latino"	"2186-5"	33401
"Total"	"Chambers County, TX"	"48071"			43837
	"Cherokee County, TX"	"48073"	"Hispanic or Latino"	"2135-2"	12531
	"Cherokee County, TX"	"48073"	"Not Hispanic or Latino"	"2186-5"	40115
"Total"	"Cherokee County, TX"	"48073"			52646
	"Childress County, TX"	"48075"	"Hispanic or Latino"	"2135-2"	2318
	"Childress County, TX"	"48075"	"Not Hispanic or Latino"	"2186-5"	4988
"Total"	"Childress County, TX"	"48075"			7306
	"Clay County, TX"	"48077"	"Hispanic or Latino"	"2135-2"	722
	"Clay County, TX"	"48077"	"Not Hispanic or Latino"	"2186-5"	9749
"Total"	"Clay County, TX"	"48077"			10471
	"Cochran County, TX"	"48079"	"Hispanic or Latino"	"2135-2"	1737
	"Cochran County, TX"	"48079"	"Not Hispanic or Latino"	"2186-5"	1116
"Total"	"Cochran County, TX"	"48079"			2853
	"Coke County, TX"	"48081"	"Hispanic or Latino"	"2135-2"	749
	"Coke County, TX"	"48081"	"Not Hispanic or Latino"	"2186-5"	2638
"Total"	"Coke County, TX"	"48081"			3387
	"Coleman County, TX"	"48083"	"Hispanic or Latino"	"2135-2"	1434
